"Base Word",Guideword,Level,"Part of Speech",YLE,YLE
answer,SOLUTION,B1,noun,,
antique,,B1,noun,,
article,GRAMMAR,B1,noun,,
athlete,,B1,noun,,
bell,"ELECTRICAL OBJECT",B1,noun,,
block,DISTANCE,B1,noun,,
blog,,B1,noun,,
book,"FOR WRITING",B1,noun,,
branch,BUSINESS,B1,noun,,
break,HOLIDAY,B1,noun,,
bucket,,B1,noun,,
canal,,B1,noun,,
case,SITUATION,B1,noun,,
cashpoint,,B1,noun,,
animal,"NOT A PLANT",B2,noun,Starters,
chicken,MEAT,A2,noun,Starters,
afternoon,,A1,noun,Starters,
close,"PUBLIC PLACE",A2,verb,Starters,
answer,TEST,B1,verb,Starters,
bounce,"MOVE UP",B2,verb,Starters,
closed,BUSINESS/SHOP,A1,adjective,Starters,
beautiful,PLEASANT,A1,adjective,Starters,
beautiful,ATTRACTIVE,A1,adjective,Starters,
big,SIZE,A1,adjective,Starters,
black,COLOUR,A1,adjective,Starters,
blue,COLOUR,A1,adjective,Starters,
brown,,A1,adjective,Starters,
clean,"NOT DIRTY",A1,adjective,Starters,
be,POSITION,A1,verb,Starters,
class,"TEACHING GROUP",A1,noun,Starters,
chip,"FRIED FOOD",A1,noun,Starters,
angry,,A2,adjective,Starters,
closed,"NOT OPEN",A1,adjective,Starters,
April,,A1,noun,Flyers,
August,,A1,noun,Flyers,
begin,"START TO HAPPEN",A1,verb,Flyers,
arrive,"REACH A PLACE",A2,verb,Flyers,
chat,"COMMUNICATE ONLINE",A2,verb,Flyers,
appear,"BE SEEN",B1,verb,Flyers,
burn,"PRODUCE FLAMES",B1,verb,Flyers,
believe,THINK,A2,verb,Flyers,
begin,"START TO DO",A2,verb,Flyers,
break,SEPARATE,A2,verb,Flyers,
break,"NOT WORK",A2,verb,Flyers,
burn,DESTROY,B1,verb,Flyers,
bored,,A1,adjective,Flyers,
amazing,GOOD,A2,adjective,Flyers,
actually,TRUTH,A2,adverb,Flyers,
broken,DAMAGED,A2,adjective,Flyers,
anywhere,"ANY PLACE",A2,adverb,Flyers,
away,"DISTANCE FROM",A2,adverb,Flyers,
broken,"NOT WORKING",A2,adjective,Flyers,
cheap,"COSTING LITTLE",A1,adjective,Flyers,
alone,"WITHOUT PEOPLE",A2,adjective,Flyers,
age,"HOW OLD",A1,noun,Movers,
building,,A2,noun,Movers,
buy,,A1,verb,Movers,
call,TELEPHONE,A2,verb,Movers,
better,HEALTHY,A1,adjective,Movers,
better,"HIGHER STANDARD",A1,adjective,Movers,
careful,,A2,adjective,Movers,
boring,,A1,adjective,Movers,
badly,"LOW QUALITY",A2,adverb,Movers,
cloudy,,A2,adjective,Movers,
band,MUSIC,A1,noun,Movers,
asleep,,B1,adjective,Movers,
awake,,B1,adjective,Movers,
back,REPLY,A2,adverb,Movers,
bad,UNPLEASANT,A1,adjective,Movers,
best,"BETTER THAN ALL",A1,adjective,Movers,
back,"AT BACK",A2,adjective,Movers,
bad,"LOW QUALITY",A2,adjective,Movers,
brilliant,"VERY GOOD",A2,adjective,Movers,
above,"HIGHER POSITION",A1,adverb,Movers,
back,RETURNING,A1,adverb,Movers,
below,POSITION,A1,adverb,Movers,
below,LESS,B1,adverb,Movers,
bottom,"LOWEST PART",A1,noun,Movers,
blonde,,A2,adjective,Movers,
clever,"ABLE TO LEARN",A1,adjective,Movers,
afraid,FEAR,A2,adjective,Movers,
brave,,B1,adjective,Movers,
busy,PERSON,A2,adjective,Movers,
busy,TIME,A2,adjective,Movers,
better,COMPARATIVE,A2,adverb,Movers,
carefully,,A2,adverb,Movers,
"all right","WITHOUT PROBLEMS",A1,adjective,Movers,
busy,PLACE,A2,adjective,Movers,
chance,OPPORTUNITY,B1,noun,,
checkout,WEBSITE,B1,noun,,
clinic,,B1,noun,,
affair,SITUATION,B2,noun,,
agent,BUSINESS,B2,noun,,
approach,METHOD,B2,noun,,
area,SUBJECT,B2,noun,,
aspect,,B2,noun,,
bakery,,B2,noun,,
bang,,B2,noun,,
bar,"LONG PIECE",B2,noun,,
bargain,CHEAP,B2,noun,,
barrier,PREVENTING,B2,noun,,
base,MILITARY,B2,noun,,
basis,METHOD,B2,noun,,
battle,PROBLEMS/ILLNESS,B2,noun,,
beam,,B2,noun,,
bell,"METAL OBJECT",B2,noun,,
bend,"CURVED PART",B2,noun,,
billion,,B2,noun,,
blade,,B2,noun,,
board,SURFACE,B2,noun,,
bonus,"EXTRA THING",B2,noun,,
bonus,"EXTRA MONEY",B2,noun,,
bow,WEAPON,B2,noun,,
breakthrough,,B2,noun,,
bullet,,B2,noun,,
candidate,JOB/ELECTION,B2,noun,,
carnival,,B2,noun,,
category,,B2,noun,,
cause,"REASON WHY",B2,noun,,
cell,ROOM,B2,noun,,
cemetery,,B2,noun,,
chain,EVENTS,B2,noun,,
citizen,TOWN/CITY,B2,noun,,
claim,DEMAND,B2,noun,,
clause,,B2,noun,,
accessory,,C1,noun,,
agency,ORGANIZATION,C1,noun,,
agenda,MEETING,C1,noun,,
aid,EQUIPMENT,C1,noun,,
ally,PERSON,C1,noun,,
amateur,HOBBY,C1,noun,,
amateur,"NO SKILL",C1,noun,,
angle,DIRECTION,C1,noun,,
angle,"WAY OF THINKING",C1,noun,,
asset,USEFUL,C1,noun,,
assignment,,C1,noun,,
avenue,ROAD,C1,noun,,
basis,REASON,C1,noun,,
basis,DEVELOPMENT,C1,noun,,
boundary,LINE,C1,noun,,
boundary,LIMIT,C1,noun,,
bracket,GROUP,C1,noun,,
brain,INTELLIGENCE,C1,noun,,
break,DAMAGE,C1,noun,,
breakdown,FAILURE,C1,noun,,
bubble,,C1,noun,,
burden,,C1,noun,,
call,VISIT,C1,noun,,
campaign,ACTIVITIES,C1,noun,,
campaign,WAR,C1,noun,,
cause,PRINCIPLE,C1,noun,,
charge,CRIME,C1,noun,,
chore,,C1,noun,,
advocate,,C2,noun,,
agenda,"IMPORTANT SUBJECTS",C2,noun,,
ally,COUNTRY,C2,noun,,
arch,,C2,noun,,
arm,CHAIR,C2,noun,,
assembly,GROUP,C2,noun,,
attribute,,C2,noun,,
avenue,POSSIBILITY,C2,noun,,
band,CIRCLE,C2,noun,,
bar,"PREVENTING SUCCESS",C2,noun,,
barn,,C2,noun,,
base,"MAIN PLACE",C2,noun,,
base,"MAIN PART",C2,noun,,
battle,ARGUMENT,C2,noun,,
bed,GROUND,C2,noun,,
bet,RISK,C2,noun,,
bid,ATTEMPT,C2,noun,,
blanket,LAYER,C2,noun,,
blend,,C2,noun,,
block,"STOP PROGRESS",C2,noun,,
blow,HIT,C2,noun,,
blow,"BAD EVENT",C2,noun,,
break,OPPORTUNITY,C2,noun,,
breakdown,EXPLANATION,C2,noun,,
bridge,CONNECTION,C2,noun,,
buzz,SOUND,C2,noun,,
care,WORRY,C2,noun,,
case,ARGUMENT,C2,noun,,
ceiling,AMOUNT,C2,noun,,
certainty,"SURE THING",C2,noun,,
challenge,DISAGREEMENT,C2,noun,,
champion,SUPPORT,C2,noun,,
chancellor,GOVERNMENT,C2,noun,,
charm,LUCKY,C2,noun,,
chest,BOX,C2,noun,,
chill,FEAR,C2,noun,,
circuit,TRACK,C2,noun,,
circuit,ELECTRIC,C2,noun,,
circuit,EVENTS,C2,noun,,
civilian,,C2,noun,,
clash,FIGHT,C2,noun,,
clash,DIFFERENCE,C2,noun,,
climate,SITUATION,C2,noun,,
biology,,A2,noun,,
access,METHOD,B1,noun,,
behaviour,,B1,noun,,
care,ATTENTION,B1,noun,,
chance,LUCK,B1,noun,,
absence,"NOT EXISTING",B2,noun,,
agriculture,,B2,noun,,
balance,WEIGHT,B2,noun,,
board,MEALS,B2,noun,,
cardboard,,B2,noun,,
centigrade,,B2,noun,,
chaos,,B2,noun,,
cloth,MATERIAL,B2,noun,,
aid,HELP,C1,noun,,
applause,,C1,noun,,
archaeology,,C1,noun,,
brass,METAL,C1,noun,,
age,OLD,C2,noun,,
alarm,WORRY,C2,noun,,
"artificial intelligence",,C2,noun,,
assembly,BUILD,C2,noun,,
awe,,C2,noun,,
baggage,FEELINGS,C2,noun,,
bark,TREE,C2,noun,,
blackmail,,C2,noun,,
blood,"FAMILY ORIGIN",C2,noun,,
bribery,,C2,noun,,
bureaucracy,RULES,C2,noun,,
cause,"REASON FOR",C2,noun,,
chain,"METAL RINGS",A2,noun,,
change,DIFFERENCE,A2,noun,,
change,"SOMETHING NEW",A2,noun,,
advantage,"USEFUL THING",B1,noun,,
attack,,B1,noun,,
battle,WAR,B1,noun,,
benefit,,B1,noun,,
challenge,DIFFICULT,B1,noun,,
chance,POSSIBILITY,B1,noun,,
charge,MONEY,B1,noun,,
absence,"NOT PRESENT",B2,noun,,
advance,PROGRESS,B2,noun,,
advantage,SUCCESS,B2,noun,,
analysis,,B2,noun,,
backup,"EXTRA HELP",B2,noun,,
belief,IDEA,B2,noun,,
campus,,B2,noun,,
class,"ECONOMIC GROUP",B2,noun,,
art,SKILL,C1,noun,,
analogy,,C2,noun,,
bias,,C2,noun,,
bureaucracy,GOVERNMENT,C2,noun,,
burial,,C2,noun,,
cargo,,C2,noun,,
catastrophe,,C2,noun,,
belongings,,B2,noun,,
bacteria,,C1,noun,,
bottom,"LOWEST POSITION",A2,noun,,
atmosphere,FEELING,B1,noun,,
bottom,"FURTHEST PART",B1,noun,,
background,SOUND,B2,noun,,
brush,ACTION,B2,noun,,
act,"FALSE BEHAVIOUR",C2,noun,,
air,QUALITY,C2,noun,,
buzz,EXCITEMENT,C2,noun,,
chill,COLD,C2,noun,,
change,"NEW EXPERIENCE",B1,noun,,
appear,SEEM,B1,verb,,
apply,REQUEST,B1,verb,,
blog,,B1,verb,,
agree,"SAY YES",B2,verb,,
apply,AFFECT,B2,verb,,
belong,"RIGHT PLACE",B2,verb,,
brake,,B2,verb,,
climb,"MOVE HIGHER",B2,verb,,
agree,"BE THE SAME",C1,verb,,
arise,,C1,verb,,
beware,,C1,verb,,
appeal,"FORMALLY ASK",C2,verb,,
bubble,LIQUID,C2,verb,,
buzz,SOUND,C2,verb,,
buzz,ENERGY,C2,verb,,
clash,FIGHT,C2,verb,,
clash,COLOUR,C2,verb,,
clash,EVENT,C2,verb,,
accompany,"GO WITH",B1,verb,,
admire,"LOOK AT",B1,verb,,
allow,"GIVE PERMISSION",B1,verb,,
change,"IN SHOP",B1,verb,,
abandon,LEAVE,B2,verb,,
abolish,,B2,verb,,
absorb,"TAKE IN",B2,verb,,
accept,ADMIT,B2,verb,,
accept,"ALLOW TO JOIN",B2,verb,,
accuse,,B2,verb,,
affect,"CAUSE CHANGE",B2,verb,,
amuse,"KEEP INTERESTED",B2,verb,,
approach,"DEAL WITH",B2,verb,,
balance,"EQUAL IMPORTANCE ",B2,verb,,
block,"PREVENT MOVEMENT",B2,verb,,
boost,,B2,verb,,
burn,ENERGY,B2,verb,,
catch,DISCOVER,B2,verb,,
catch,CRIMINAL,B2,verb,,
cause,,B2,verb,,
chop,,B2,verb,,
abandon,"STOP DOING",C1,verb,,
absorb,REMEMBER,C1,verb,,
accomplish,,C1,verb,,
acknowledge,ACCEPT,C1,verb,,
address,"DEAL WITH",C1,verb,,
alarm,,C1,verb,,
allocate,,C1,verb,,
allow,TIME/MONEY,C1,verb,,
anticipate,,C1,verb,,
apply,USE,C1,verb,,
assign,,C1,verb,,
associate,"TWO THINGS/PEOPLE",C1,verb,,
assure,"MAKE CERTAIN",C1,verb,,
attain,,C1,verb,,
beat,"BETTER THAN",C1,verb,,
block,"CANNOT SEE",C1,verb,,
bully,,C1,verb,,
cap,LIMIT,C1,verb,,
classify,,C1,verb,,
address,"BUILDING DETAILS",C2,verb,,
advocate,,C2,verb,,
alert,,C2,verb,,
allow,"NOT PREVENT",C2,verb,,
amend,,C2,verb,,
appreciate,UNDERSTAND,C2,verb,,
arouse,,C2,verb,,
assemble,BUILD,C2,verb,,
attach,INCLUDE,C2,verb,,
back,SUPPORT,C2,verb,,
bind,TIE,C2,verb,,
bind,UNITE,C2,verb,,
blackmail,,C2,verb,,
block,"STOP PROGRESS",C2,verb,,
boast,HAVE,C2,verb,,
carry,HAVE,C2,verb,,
carry,SUPPORT,C2,verb,,
chase,TRY,C2,verb,,
cloud,,C2,verb,,
change,DIFFERENT,A2,verb,,
change,CLOTHES,A2,verb,,
change,JOURNEY,A2,verb,,
click,COMPUTER,A2,verb,,
accept,"AGREE TO TAKE",B1,verb,,
agree,DECIDE,B1,verb,,
attack,"TRY TO HURT",B1,verb,,
bite,,B1,verb,,
boil,CONTAINER,B1,verb,,
break,INTERRUPT,B1,verb,,
charge,MONEY,B1,verb,,
check,"FIND OUT",B1,verb,,
alter,,B2,verb,,
bend,CURVE,B2,verb,,
benefit,,B2,verb,,
blink,EYES,B2,verb,,
bother,"MAKE AN EFFORT",B2,verb,,
break,END,B2,verb,,
burst,"BREAK APART",B2,verb,,
chew,EAT,B2,verb,,
chew,BITE,B2,verb,,
close,"STOP OPERATING",B2,verb,,
accelerate,HAPPEN,C1,verb,,
accumulate,,C1,verb,,
allow,"MAKE POSSIBLE",C1,verb,,
applaud,CLAP,C1,verb,,
bet,,C1,verb,,
broaden,,C1,verb,,
cater,,C1,verb,,
arch,,C2,verb,,
assemble,GROUP,C2,verb,,
battle,,C2,verb,,
beat,SOUND,C2,verb,,
break,"BECOME KNOWN",C2,verb,,
catch,STICK,C2,verb,,
circle,MOVE,C2,verb,,
click,SOUND,C2,verb,,
"air force",,B1,noun,,
angel,,B1,noun,,
barman,,B1,noun,,
bomb,,B1,noun,,
chapel,,C2,noun,,
abuse,"BAD TREATMENT",B2,noun,,
abuse,"WRONG USE",B2,noun,,
bombing,,B2,noun,,
abuse,"WRONG ACTION",C1,noun,,
assault,,C2,noun,,
bribe,,C1,verb,,
assault,,C2,verb,,
boiling,,B2,adjective,,
bear,"HAVE CHILD",C2,verb,,
adjacent,,C2,adjective,,
awesome,GOOD,A2,adjective,,
big,SUCCESSFUL,C1,adjective,,
blue,SAD,C2,adjective,,
cast,LIGHT,C2,verb,,
acceptable,"GOOD ENOUGH",B1,adjective,,
capable,"GOOD AT DOING THINGS",B2,adjective,,
available,"ABLE TO GET",A2,adjective,,
clinical,MEDICAL,C1,adjective,,
alphabetical,,B2,adjective,,
additional,,B2,adjective,,
artificial,"NOT NATURAL",B2,adjective,,
beneficial,,B2,adjective,,
chemical,,B2,adjective,,
artificial,"NOT SINCERE",C2,adjective,,
clinical,"NO EMOTION",C2,adjective,,
arrogant,,B2,adjective,,
animated,FILM,B1,adjective,,
addicted,DRUGS,B2,adjective,,
advanced,"HIGHER LEVEL",A2,adjective,,
advanced,MODERN,B1,adjective,,
boiled,,A2,adjective,,
canned,,B2,adjective,,
amazed,,B1,adjective,,
annoyed,,B1,adjective,,
ashamed,EMBARRASSED,B1,adjective,,
addicted,LIKING,B2,adjective,,
amused,FUNNY,B2,adjective,,
astonished,,B2,adjective,,
bad-tempered,,B2,adjective,,
bothered,,B2,adjective,,
animated,EXCITEMENT,C2,adjective,,
closed,"NOT ACCEPTING IDEAS",C2,adjective,,
adopted,,B2,adjective,,
cheerful,HAPPY,B1,adjective,,
cheerful,"MAKING YOU FEEL HAPPY",B2,adjective,,
artistic,"RELATING TO ART",B2,adjective,,
classic,,B2,adjective,,
chronic,,C2,adjective,,
basic,MAIN,B1,adjective,,
basic,NECESSARY,B1,adjective,,
basic,SIMPLE,B1,adjective,,
authentic,,C1,adjective,,
academic,EDUCATION,B2,adjective,,
academic,CLEVER,C2,adjective,,
apologetic,,C2,adjective,,
charismatic,,C2,adjective,,
atomic,,B2,adjective,,
automatic,MACHINE,B2,adjective,,
amusing,,B1,adjective,,
appalling,BAD,C1,adjective,,
appalling,SHOCKING,C2,adjective,,
amazing,SURPRISING,B1,adjective,,
annoying,,B1,adjective,,
charming,,B1,adjective,,
astonishing,,B2,adjective,,
caring,,B2,adjective,,
circulation,NEWSPAPERS,C2,noun,,
circulation,BLOOD,C2,noun,,
childish,SILLY,B2,adjective,,
childish," OF A CHILD",B2,adjective,,
capitalist,,C2,adjective,,
active,VOLCANO,C1,adjective,,
attractive,BEAUTIFUL,A2,adjective,,
aggressive,VIOLENT,B2,adjective,,
assertive,,C2,adjective,,
careless,,B1,adjective,,
badly,"VERY MUCH",A2,adverb,,
badly,"VERY SERIOUSLY",A2,adverb,,
certainly,"NO DOUBT",A2,adverb,,
certainly,AGREE,A2,adverb,,
clearly,EASY,A2,adverb,,
absolutely,COMPLETELY,B1,adverb,,
actually,SURPRISE,B1,adverb,,
clearly,CERTAIN,B1,adverb,,
actually,OPPOSITE,B2,adverb,,
admittedly,,B2,adverb,,
alternatively,,B2,adverb,,
apparently,"AS HEARD/READ",B2,adverb,,
apparently,"SEEMS TRUE",B2,adverb,,
basically,MOSTLY,C1,adverb,,
approximately,,B1,adverb,,
adequately,,B2,adverb,,
badly,UNPLEASANT,B2,adverb,,
barely,,B2,adverb,,
brightly,,B2,adverb,,
beautifully,,B1,adverb,,
amazingly,,B1,adverb,,
angrily,,B1,adverb,,
bravely,,B1,adverb,,
aggressively,,B2,adverb,,
anxiously,,B2,adverb,,
boldly,,B2,adverb,,
brilliantly,,B2,adverb,,
calmly,,B2,adverb,,
carelessly,,B2,adverb,,
cheerfully,,B2,adverb,,
closely,CONNECTED,B2,adverb,,
automatically,MACHINE,B2,adverb,,
arrangement,PLANS,B1,noun,,
anxious,WORRIED,B1,adjective,,
adventurous,,B2,adjective,,
ambitious,PERSON,B2,adjective,,
anxious,EAGER,B2,adjective,,
cautious,,B2,adjective,,
bloody,"COVERED IN BLOOD",B2,adjective,,
chatty,WRITING,C1,adjective,,
bulky,,C1,adjective,,
chatty,PERSON,C1,adjective,,
alcoholic,DRINK,B1,adjective,,
alcoholic,PERSON,C2,adjective,,
biological,,B2,adjective,,
abstract,ART,B2,adjective,,
audience,GROUP,B1,noun,,
audience,TYPE,B2,noun,,
cast,,B2,noun,,
choir,,B2,noun,,
"all right",WELL,A2,adjective,,
alright,WELL,A2,adjective,,
alive,LIVING,B1,adjective,,
blind,"NO SIGHT",B1,adjective,,
bump,BODY,C1,noun,,
casual,CLOTHES,B1,adjective,,
brief,SHORT,B1,adjective,,
absolute,,B2,adjective,,
clichéd,,C2,adjective,,
anyway,DESPITE,A2,adverb,,
anyway,"CHANGE SUBJECT",A2,adverb,,
anyway,"MORE IMPORTANTLY",B1,adverb,,
besides,"EXTRA REASON",B1,adverb,,
anyhow,DESPITE,B2,adverb,,
anyhow,"EARLIER SUBJECT",B2,adverb,,
anyhow,"MORE IMPORTANTLY",B2,adverb,,
anyhow,"CHANGING STATEMENT",C1,adverb,,
bracket,SYMBOL,B2,noun,,
ban,,B2,verb,,
close,NEAR,A1,adjective,,
big,IMPORTANT,A2,adjective,,
bright,COLOUR,A2,adjective,,
clear,TRANSPARENT,A2,adjective,,
accurate,,B1,adjective,,
ancient,,B1,adjective,,
antique,,B1,adjective,,
average,AMOUNT,B1,adjective,,
awful,BAD,B1,adjective,,
bad,SEVERE,B1,adjective,,
bad,"NOT LUCKY",B1,adjective,,
blank,EMPTY,B1,adjective,,
bold,"EASY TO NOTICE",B1,adjective,,
"brand new",,B1,adjective,,
brilliant,"VERY BRIGHT",B1,adjective,,
broad,WIDE,B1,adjective,,
clever,EFFECTIVE,B1,adjective,,
absurd,,B2,adjective,,
adequate,ENOUGH,B2,adjective,,
adequate,"GOOD ENOUGH",B2,adjective,,
appropriate,,B2,adjective,,
approximate,,B2,adjective,,
average,USUAL,B2,adjective,,
bare,"NOT COVERED",B2,adjective,,
bizarre,,B2,adjective,,
breathtaking,,B2,adjective,,
circular,SHAPE,B2,adjective,,
abnormal,,C1,adjective,,
average,"NOT EXCELLENT",C1,adjective,,
awesome,SPECIAL,C2,adjective,,
bland,BORING,C2,adjective,,
bleak,COLD,C2,adjective,,
above,MORE,A2,adverb,,
across,,A2,adverb,,
around,"TO/IN A PLACE",A2,adverb,,
apart,SEPARATE,B1,adverb,,
around,"IN A CIRCLE/CIRCULAR MOVEMENT",B1,adverb,,
away,"INTO PLACE",B1,adverb,,
behind,BACK,B1,adverb,,
alongside,"NEXT TO",C1,adverb,,
beyond,PLACE,C1,adverb,,
bitter,TASTE,B1,adjective,,
bland,"NO TASTE",C2,adjective,,
budget,,B2,adjective,,
affluent,,C1,adjective,,
bankrupt,,C1,adjective,,
asset,"WORTH MONEY",C1,noun,,
award,,B2,verb,,
bid,,C2,verb,,
calm,SEA/WEATHER,B1,adjective,,
clear,"WITHOUT CLOUDS",B1,adjective,,
arid,,C2,adjective,,
bronze,METAL,C2,noun,,
choice,RIGHT,B1,noun,,
adapt,"CHANGE BEHAVIOUR",B2,verb,,
aged,,A2,adjective,,
black,PEOPLE,A2,adjective,,
awkward,"NOT ATTRACTIVE",C2,adjective,,
afraid,WORRIED,B1,adjective,,
bad,EVIL,B1,adjective,,
brilliant,"VERY INTELLIGENT",B1,adjective,,
calm,PERSON,B1,adjective,,
certain,"NO DOUBT",B1,adjective,,
aware,,B2,adjective,,
bitter,ANGRY,B2,adjective,,
bitter,HATE,B2,adjective,,
bitter,DISAPPOINTED,B2,adjective,,
bold,BRAVE,B2,adjective,,
bright,INTELLIGENT,B2,adjective,,
bright,HAPPY,B2,adjective,,
alert,,C1,adjective,,
anti-social,PERSON,C1,adjective,,
able,CLEVER,C2,adjective,,
abrupt,RUDE,C2,adjective,,
affectionate,,C2,adjective,,
blank,"NO FEELING",C2,adjective,,
blunt,RUDE,C2,adjective,,
belief,TRUE,B2,noun,,
boost,,B2,noun,,
close,FRIENDLY,A2,adjective,,
close,RELATIVE,B1,adjective,,
away,SPORT,C1,adverb,,
club,TEAM,B1,noun,,
bound,DIRECTION,C1,adjective,,
abroad,,B1,adverb,,
aboard,,C1,adverb,,
chief,"HIGHEST IN RANK",B2,adjective,,
casual,WORK,C2,adjective,,
board,ORGANIZATION,C1,noun,,
available,"NOT BUSY",A2,adjective,,
breakable,,B2,adjective,,
acceptable,ALLOWED,C1,adjective,,
affordable,,C1,adjective,,
changeable,,C1,adjective,,
accountable,,C2,adjective,,
attainable,,C2,adjective,,
annual,,B1,adjective,,
central,"NEAR CENTRE",B1,adjective,,
accidental,,B2,adjective,,
analytical,,C1,adjective,,
bilingual,,C1,adjective,,
brutal,,C1,adjective,,
central,CITY,C1,adjective,,
central,ORGANIZATION,C1,adjective,,
central,IMPORTANT,C2,adjective,,
classical,TRADITIONAL,C2,adjective,,
abandoned,EMPTY,B2,adjective,,
abandoned,"LEFT SOMEWHERE",B2,adjective,,
armed,WEAPONS,B2,adjective,,
balanced,FAIR,B2,adjective,,
accepted,,C1,adjective,,
acclaimed,,C1,adjective,,
alleged,,C1,adjective,,
biased,,C1,adjective,,
allied,,C2,adjective,,
broadminded,,C2,adjective,,
accessible,REACH,B2,adjective,,
accessible,UNDERSTAND,C2,adjective,,
artistic,"CREATIVE ABILITY",B2,adjective,,
athletic,,B2,adjective,,
chaotic,,C1,adjective,,
automatic,PERSON,C2,adjective,,
automatic,CERTAIN,C2,adjective,,
characteristic,,C2,adjective,,
burning,"ON FIRE",B1,adjective,,
challenging,,B1,adjective,,
alarming,,C1,adjective,,
beginning,,A2,noun,,
aspiration,,C2,noun,,
activity,EVENT,A2,noun,,
active,BUSY,B1,adjective,,
active,GRAMMAR,B1,adjective,,
active,INVOLVED,B2,adjective,,
alternative,"DIFFERENT PLAN",B2,adjective,,
alternative,"NOT USUAL",B2,adjective,,
attractive,INTERESTING,B2,adjective,,
addictive,,C1,adjective,,
administrative,,C1,adjective,,
aggressive,DETERMINED,C1,adjective,,
abusive,,C2,adjective,,
clearly,"NOT CONFUSED",A2,adverb,,
accurately,,B1,adverb,,
briefly,,B1,adverb,,
accidentally,,B2,adverb,,
actively,,B2,adverb,,
additionally,,B2,adverb,,
annually,,B2,adverb,,
appropriately,,B2,adverb,,
artificially,,B2,adverb,,
automatically,PERSON,B2,adverb,,
basically,SIMPLY,B2,adverb,,
casually,,B2,adverb,,
broadly,,C1,adverb,,
closely,"VERY NEAR",C1,adverb,,
closely,CAREFULLY,C1,adverb,,
anchor,BOAT,C2,verb,,
anchor,FASTEN,C2,verb,,
ambitious,PLAN,B2,adjective,,
ambiguous,,C2,adjective,,
analogous,,C2,adjective,,
anonymous,,C2,adjective,,
bossy,,B2,adjective,,
cheeky,,B2,adjective,,
bloody,VIOLENT,C1,adjective,,
chilly,,C1,adjective,,
bloody,ANGER,C2,adjective,,
adult,"FOR ADULTS",A2,adjective,,
"all right",PERMISSION,A2,adjective,,
alright,"WITHOUT PROBLEMS",A2,adjective,,
alright,PERMISSION,A2,adjective,,
clear,"EASY TO UNDERSTAND",A2,adjective,,
absent,,B1,adjective,,
alike,,B1,adjective,,
"all right","GOOD ENOUGH",B1,adjective,,
alright,"GOOD ENOUGH",B1,adjective,,
bald,,B1,adjective,,
bright,LIGHT,B1,adjective,,
certain,"SURE TO HAPPEN",B1,adjective,,
certain,PARTICULAR,B1,adjective,,
clear,CERTAIN,B1,adjective,,
abstract,IDEAS,B2,adjective,,
actual,REAL,B2,adjective,,
apparent,OBVIOUS,B2,adjective,,
awkward,DIFFICULT,B2,adjective,,
bad,"NOT FRESH",B2,adjective,,
bare,"NO CLOTHES",B2,adjective,,
bitter,COLD,B2,adjective,,
casual,"NOT PLANNED",B2,adjective,,
chief,"MOST IMPORTANT",B2,adjective,,
close,RELATIONSHIP,B2,adjective,,
adult,"NOT A CHILD",C1,adjective,,
amateur,,C1,adjective,,
ample,,C1,adjective,,
anti-social,BEHAVIOUR,C1,adjective,,
apparent,"SEEMS TRUE",C1,adjective,,
bad,PAINFUL,C1,adjective,,
cheap,"LOW QUALITY",C1,adjective,,
civil,,C1,adjective,,
clear,"NOT BLOCKED",C1,adjective,,
close,SIMILAR,C1,adjective,,
abrupt,SUDDEN,C2,adjective,,
ahead,"MORE PROGRESS",C2,adjective,,
alive,PLACE,C2,adjective,,
again,"ONE MORE TIME",A1,adverb,Starters,
dad,,A1,noun,Starters,
computer,,A1,noun,Starters,
cow,,A1,noun,Starters,
dog,,A1,noun,Starters,
duck,,A2,noun,Starters,
elephant,,A2,noun,Starters,
donkey,,B1,noun,Starters,
crocodile,,B2,noun,Starters,
egg,BABY,B2,noun,Starters,
ear,"ON HEAD",A1,noun,Starters,
do,HEALTHY/HAPPY,A2,verb,Starters,
dress,,A1,noun,Starters,
cross,MARK,A1,noun,Starters,
count,"SAY NUMBERS",B1,verb,Starters,
colour,"RED/BLUE, ETC.",A1,noun,Starters,
do,STUDY,A1,verb,Starters,
dinner,,A1,noun,Starters,
drink,LIQUID,A1,noun,Starters,
egg,FOOD,A1,noun,Starters,
drink,ALCOHOL,A2,noun,Starters,
coconut,,B1,noun,Starters,
desk,,A1,noun,Starters,
"dining room",,A1,noun,Starters,
door,,A1,noun,Starters,
cupboard,,A2,noun,Starters,
come,"MOVE TO SPEAKER",A1,verb,Starters,
come,"GO WITH SOMEONE",A1,verb,Starters,
colour,,A1,verb,Starters,
do,ACTION,A1,verb,Starters,
complete,"MAKE WHOLE",A2,verb,Starters,
complete,FINISH,A2,verb,Starters,
do,MAKE,A2,verb,Starters,
count,"SEE HOW MANY",B1,verb,Starters,
cross,"OTHER SIDE",A2,verb,Starters,
also,,A1,adverb,Flyers,
a.m.,,A1,adverb,Flyers,
after,,A2,adverb,Flyers,
ago,,A2,adverb,Flyers,
already,"BEFORE NOW",A2,adverb,Flyers,
anywhere,"IN QUESTIONS/NEGATIVES",A2,adverb,Flyers,
away,"SOMEWHERE ELSE",A2,adverb,Flyers,
before,,A2,adverb,Flyers,
already,EARLY,B1,adverb,Flyers,
club,GROUP,A2,noun,Flyers,
cooker,,A2,noun,Flyers,
conversation,,A1,noun,Flyers,
